,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$
Weight CRITIC,0.08265282502430568,0.08265282502430568,0.07869763218678548,0.06393046430914516,0.03332384658972374,0.03726742790412929,0.06850564513273334,0.05155605720201373,0.048262698792523075,0.03345202003012012,0.032696130906816945,0.0451851728459587,0.046531297823785185,0.0339450037625753,0.0333044479343617,0.04259989176488196,0.04668239359341563,0.033660630114846754,0.03292178544754004,0.07217180361003232
