,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$
Sust coeff,0.39267672624930106,0.39267672624930106,0.34992710611188255,0.3499271061118824,0.22926861357759484,0.2570105479716883,0.2736902075694119,0.2722733339967146,0.32230025551343267,0.22643332047748793,0.22637964766500318,0.27070465934418586,0.3135428202694295,0.22735354397403837,0.22650584970107884,0.24590270165961203,0.31436632874936454,0.22680040972615997,0.22623294953887105,0.3799948393255933
